Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2011,13,LAC,Los Angeles Clippers,3,Al-Farouq Aminu,SF,6-8,220,1990-09-21,US,R,Wake Forest
2011,13,LAC,Los Angeles Clippers,12,Eric Bledsoe,PG,6-1,214,1989-12-09,US,R,Kentucky
2011,13,LAC,Los Angeles Clippers,45,Rasual Butler,SG,6-7,215,1979-05-23,US,8,La Salle
2011,13,LAC,Los Angeles Clippers,31,Jarron Collins,C,6-11,255,1978-12-02,US,9,Stanford
2011,13,LAC,Los Angeles Clippers,34,Brian Cook,PF,6-9,234,1980-12-04,US,7,Illinois
2011,13,LAC,Los Angeles Clippers,5,Baron Davis,PG,6-3,209,1979-04-13,US,11,UCLA
2011,13,LAC,Los Angeles Clippers,50,Ike Diogu,PF,6-8,250,1983-09-11,US,4,Arizona State
2011,13,LAC,Los Angeles Clippers,4,Randy Foye,SG,6-4,213,1983-09-24,US,4,Villanova
2011,13,LAC,Los Angeles Clippers,15,Ryan Gomes,SF,6-7,250,1982-09-01,US,5,Providence
2011,13,LAC,Los Angeles Clippers,10,Eric Gordon,SG,6-3,215,1988-12-25,US,2,Indiana
2011,13,LAC,Los Angeles Clippers,32,Blake Griffin,PF,6-9,250,1989-03-16,US,R,Oklahoma
2011,13,LAC,Los Angeles Clippers,9,DeAndre Jordan,C,6-11,265,1988-07-21,US,2,Texas A&M
2011,13,LAC,Los Angeles Clippers,35,Chris Kaman,C,7-0,265,1982-04-28,US,7,Central Michigan University
2011,13,LAC,Los Angeles Clippers,8,Jamario Moon,SF,6-8,205,1980-06-13,US,3,Meridian Community College
2011,13,LAC,Los Angeles Clippers,1,Craig Smith,PF,6-7,250,1983-11-10,US,4,Boston College
2011,13,LAC,Los Angeles Clippers,13,Willie Warren,PG,6-4,203,1989-10-22,US,R,Oklahoma
2011,13,LAC,Los Angeles Clippers,25,Mo Williams,PG,6-1,198,1982-12-19,US,7,Alabama
