Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2011,29,UTA,Utah Jazz,19,Raja Bell,SG,6-5,204,1976-09-19,VI,10,"Boston University, Florida International University"
2011,29,UTA,Utah Jazz,50,Marcus Cousin,C,6-11,245,1986-12-18,US,R,"Seton Hall, Houston"
2011,29,UTA,Utah Jazz,16,Francisco Elson,C,7-0,235,1976-02-28,NL,7,California
2011,29,UTA,Utah Jazz,40,Jeremy Evans,SF,6-9,200,1987-10-24,US,R,Western Kentucky
2011,29,UTA,Utah Jazz,15,Derrick Favors,PF,6-9,265,1991-07-15,US,R,Georgia Tech
2011,29,UTA,Utah Jazz,44,Kyrylo Fesenko,C,7-1,288,1986-12-24,UA,3,
2011,29,UTA,Utah Jazz,5,Devin Harris,PG,6-3,185,1983-02-27,US,6,Wisconsin
2011,29,UTA,Utah Jazz,20,Gordon Hayward,SF,6-7,225,1990-03-23,US,R,Butler
2011,29,UTA,Utah Jazz,25,Al Jefferson,C,6-10,289,1985-01-04,US,6,
2011,29,UTA,Utah Jazz,47,Andrei Kirilenko,SF,6-9,220,1981-02-18,RU,9,
2011,29,UTA,Utah Jazz,34,C.J. Miles,SF,6-6,220,1987-03-18,US,5,
2011,29,UTA,Utah Jazz,24,Paul Millsap,PF,6-7,257,1985-02-10,US,4,Louisiana Tech
2011,29,UTA,Utah Jazz,13,Mehmet Okur,C,6-11,249,1979-05-26,TR,8,
2011,29,UTA,Utah Jazz,17,Ronnie Price,SG,6-2,190,1983-06-21,US,5,"Nicholls State, Utah Valley"
2011,29,UTA,Utah Jazz,11,Earl Watson,PG,6-1,195,1979-06-12,US,9,UCLA
2011,29,UTA,Utah Jazz,3,Kyle Weaver,SG,6-6,201,1986-02-18,US,2,Washington State
2011,29,UTA,Utah Jazz,8,Deron Williams,PG,6-3,200,1984-06-26,US,5,Illinois
