Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2011,13,1125,LAC,Los Angeles Clippers,Blake Griffin,"March 16, 1989",21.0,NBA,PF,82.0,82.0,3112.0,696.0,1376.0,0.51,7.0,24.0,0.29,689.0,1352.0,0.51,0.51,446.0,695.0,0.64,270.0,719.0,989.0,312.0,63.0,45.0,223.0,252.0,1845.0,2.0
2012,13,1125,LAC,Los Angeles Clippers,Blake Griffin,"March 16, 1989",22.0,NBA,PF,66.0,66.0,2392.0,561.0,1022.0,0.55,2.0,16.0,0.12,559.0,1006.0,0.56,0.55,244.0,468.0,0.52,218.0,499.0,717.0,210.0,54.0,48.0,150.0,216.0,1368.0,0.0
2013,13,1125,LAC,Los Angeles Clippers,Blake Griffin,"March 16, 1989",23.0,NBA,PF,80.0,80.0,2598.0,577.0,1072.0,0.54,5.0,28.0,0.18,572.0,1044.0,0.55,0.54,281.0,426.0,0.66,186.0,476.0,662.0,299.0,97.0,50.0,185.0,231.0,1440.0,1.0
2014,13,1125,LAC,Los Angeles Clippers,Blake Griffin,"March 16, 1989",24.0,NBA,PF,80.0,80.0,2863.0,718.0,1359.0,0.53,12.0,44.0,0.27,706.0,1315.0,0.54,0.53,482.0,674.0,0.72,192.0,565.0,757.0,309.0,92.0,51.0,224.0,265.0,1930.0,1.0
2015,13,1125,LAC,Los Angeles Clippers,Blake Griffin,"March 16, 1989",25.0,NBA,PF,67.0,67.0,2356.0,574.0,1144.0,0.5,10.0,25.0,0.4,564.0,1119.0,0.5,0.51,311.0,427.0,0.73,126.0,382.0,508.0,354.0,63.0,35.0,152.0,196.0,1469.0,0.0
2016,13,1125,LAC,Los Angeles Clippers,Blake Griffin,"March 16, 1989",26.0,NBA,PF,35.0,35.0,1170.0,301.0,603.0,0.5,6.0,18.0,0.33,295.0,585.0,0.5,0.5,141.0,194.0,0.73,51.0,243.0,294.0,170.0,28.0,17.0,83.0,95.0,749.0,0.0
2017,13,1125,LAC,Los Angeles Clippers,Blake Griffin,"March 16, 1989",27.0,NBA,PF,61.0,61.0,2076.0,479.0,971.0,0.49,38.0,113.0,0.34,441.0,858.0,0.51,0.51,320.0,421.0,0.76,112.0,385.0,497.0,300.0,57.0,22.0,142.0,157.0,1316.0,1.0
2018,31,1125,TOT,Total After Trade,Blake Griffin,"March 16, 1989",28.0,NBA,PF,58.0,58.0,1970.0,436.0,996.0,0.44,111.0,322.0,0.34,325.0,674.0,0.48,0.49,259.0,330.0,0.78,73.0,355.0,428.0,334.0,41.0,18.0,165.0,139.0,1242.0,3.0
2018,13,1125,LAC,Los Angeles Clippers,Blake Griffin,"March 16, 1989",28.0,NBA,PF,33.0,33.0,1139.0,255.0,578.0,0.44,64.0,187.0,0.34,191.0,391.0,0.49,0.5,172.0,219.0,0.78,46.0,216.0,262.0,179.0,30.0,9.0,99.0,78.0,746.0,2.0
2018,9,1125,DET,Detroit Pistons,Blake Griffin,"March 16, 1989",28.0,NBA,PF,25.0,25.0,831.0,181.0,418.0,0.43,47.0,135.0,0.35,134.0,283.0,0.47,0.49,87.0,111.0,0.78,27.0,139.0,166.0,155.0,11.0,9.0,66.0,61.0,496.0,1.0
2019,9,1125,DET,Detroit Pistons,Blake Griffin,"March 16, 1989",29.0,NBA,PF,75.0,75.0,2622.0,619.0,1341.0,0.46,189.0,522.0,0.36,430.0,819.0,0.52,0.53,414.0,550.0,0.75,100.0,465.0,565.0,402.0,52.0,28.0,253.0,199.0,1841.0,2.0
2020,9,1125,DET,Detroit Pistons,Blake Griffin,"March 16, 1989",30.0,NBA,PF,18.0,18.0,512.0,88.0,250.0,0.35,27.0,111.0,0.24,61.0,139.0,0.44,0.41,76.0,98.0,0.78,17.0,67.0,84.0,59.0,7.0,7.0,40.0,27.0,279.0,0.0
2021,9,1125,DET,Detroit Pistons,Blake Griffin,"March 16, 1989",31.0,NBA,PF,20.0,20.0,626.0,81.0,222.0,0.36,39.0,124.0,0.32,42.0,98.0,0.43,0.45,44.0,62.0,0.71,7.0,97.0,104.0,77.0,14.0,2.0,32.0,42.0,245.0,0.0
