Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1995,25,1944,POR,Portland Trail Blazers,Aaron McKie,"October 2, 1972",22.0,NBA,SG,3.0,34.0,19.4,0.61,0.14,0.0,0.0,8.1,3.6,5.2,4.6,0.0,0.0,18.8,0.1,0.0,0.1,0.08,0.7,2.4,3.1,0.0
1996,25,1944,POR,Portland Trail Blazers,Aaron McKie,"October 2, 1972",23.0,NBA,SG,5.0,134.0,8.1,0.46,0.27,0.3,3.3,13.1,7.9,12.6,2.5,1.2,20.9,14.8,-0.1,0.1,-0.1,-0.02,-3.7,2.4,-1.3,0.0
1997,9,1944,DET,Detroit Pistons,Aaron McKie,"October 2, 1972",24.0,NBA,SG,5.0,97.0,8.5,0.38,0.25,0.0,1.2,13.3,6.7,17.1,3.6,2.1,13.0,12.2,-0.1,0.2,0.1,0.03,-2.7,3.8,1.1,0.1
1999,23,1944,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",26.0,NBA,SG,6.0,97.0,9.9,0.38,0.04,0.3,4.4,13.1,8.6,17.5,2.3,0.0,3.7,12.7,0.1,0.1,0.2,0.09,-3.8,2.2,-1.7,0.0
2000,23,1944,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",27.0,NBA,SG,10.0,331.0,17.5,0.59,0.34,0.3,1.4,11.8,6.3,25.1,0.7,0.5,12.1,18.4,0.9,0.0,0.9,0.14,2.5,1.2,3.7,0.5
2001,23,1944,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",28.0,NBA,SG,23.0,892.0,15.4,0.5,0.21,0.25,3.0,12.3,7.6,24.0,2.1,0.3,12.1,19.6,1.2,0.6,1.9,0.1,0.9,1.0,1.9,0.9
2002,23,1944,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",29.0,NBA,SG,5.0,146.0,13.7,0.53,0.35,0.22,1.6,14.1,7.4,16.6,3.8,0.0,16.6,19.5,0.0,0.0,0.1,0.02,-0.8,0.7,-0.1,0.1
2003,23,1944,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",30.0,NBA,SF,12.0,315.0,12.7,0.6,0.13,0.2,2.0,14.3,8.4,12.3,1.8,0.6,16.3,14.0,0.4,0.3,0.7,0.11,-0.6,1.3,0.7,0.2
2005,23,1944,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",32.0,NBA,SG,5.0,85.0,6.6,0.5,0.43,0.0,1.4,17.5,8.9,8.7,2.6,0.0,12.5,4.5,0.0,0.1,0.1,0.06,-4.0,2.9,-1.1,0.0
2006,14,1944,LAL,Los Angeles Lakers,Aaron McKie,"October 2, 1972",33.0,NBA,PG,1.0,8.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.02,-1.8,-2.0,-3.8,0.0
