Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1997,11,1761,HOU,Houston Rockets,Randy Livingston,1975-04-02,21.0,NBA,PG,64.0,981.0,8.3,0.49,0.1,0.28,4.0,7.0,5.6,23.8,2.1,0.9,28.4,16.7,-0.8,1.1,0.3,0.01,-3.9,0.3,-3.7,-0.4
1998,1,1761,ATL,Atlanta Hawks,Randy Livingston,1975-04-02,22.0,NBA,PG,12.0,82.0,5.2,0.35,0.0,0.42,1.5,6.9,4.3,8.8,4.7,1.7,29.7,11.4,-0.2,0.1,0.0,-0.03,-5.4,4.1,-1.3,0.0
1999,24,1761,PHO,Phoenix Suns,Randy Livingston,1975-04-02,23.0,NBA,PG,1.0,22.0,27.2,0.68,0.0,0.25,0.0,10.8,5.3,26.3,4.8,0.0,10.1,20.7,0.1,0.0,0.1,0.28,2.4,4.7,7.1,0.1
2000,24,1761,PHO,Phoenix Suns,Randy Livingston,1975-04-02,24.0,NBA,PG,79.0,1081.0,11.4,0.48,0.15,0.17,2.6,10.6,6.7,24.7,2.3,0.9,18.7,20.1,-0.2,1.7,1.5,0.06,-2.8,1.0,-1.8,0.1
2001,10,1761,GSW,Golden State Warriors,Randy Livingston,1975-04-02,25.0,NBA,PG,2.0,7.0,-3.7,0.0,0.5,0.0,0.0,16.5,7.6,19.2,0.0,0.0,0.0,12.1,0.0,0.0,0.0,-0.22,-11.2,-4.4,-15.6,0.0
2002,21,1761,SEA,Seattle Supersonics,Randy Livingston,1975-04-02,26.0,NBA,PG,13.0,176.0,12.0,0.35,0.15,0.2,6.2,10.5,8.4,21.0,2.8,0.9,3.3,16.1,0.1,0.2,0.2,0.06,-1.7,0.9,-0.8,0.1
2003,19,1761,NOH,New Orleans Hornets,Randy Livingston,1975-04-02,27.0,NBA,PG,2.0,12.0,19.6,0.62,0.0,0.5,0.0,0.0,0.0,14.7,0.0,0.0,0.0,18.5,0.1,0.0,0.1,0.24,1.9,-2.0,0.0,0.0
2004,13,1761,LAC,Los Angeles Clippers,Randy Livingston,1975-04-02,28.0,NBA,PG,4.0,48.0,1.7,0.32,0.3,0.6,4.7,12.0,8.3,12.4,2.2,0.0,24.0,15.4,-0.1,0.0,-0.1,-0.11,-8.4,-1.1,-9.5,-0.1
2005,29,1761,UTA,Utah Jazz,Randy Livingston,1975-04-02,29.0,NBA,PG,17.0,227.0,13.3,0.54,0.15,0.33,1.6,5.1,3.3,32.1,2.9,0.7,19.1,14.9,0.3,0.1,0.4,0.09,-0.7,0.4,-0.3,0.1
2006,5,1761,CHI,Chicago Bulls,Randy Livingston,1975-04-02,30.0,NBA,PG,5.0,22.0,-3.0,0.0,0.0,0.0,5.2,15.6,10.4,6.0,2.3,0.0,33.3,6.2,-0.1,0.0,0.0,-0.04,-11.9,3.3,-8.6,0.0
2007,21,1761,SEA,Seattle Supersonics,Randy Livingston,1975-04-02,31.0,NBA,PG,4.0,26.0,-1.2,0.0,0.0,0.0,4.6,0.0,2.3,20.0,0.0,0.0,25.0,7.0,-0.1,0.0,-0.1,-0.12,-6.1,-4.1,-10.2,-0.1
