Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2001,22,37,ORL,Orlando Magic,2,Cory Alexander,PG,6-1,185,1973-06-22,US,5,Virginia
2001,22,62,ORL,Orlando Magic,13,John Amaechi,C,6-10,270,1970-11-26,US,2,"Vanderbilt, Penn State"
2001,22,109,ORL,Orlando Magic,10,Darrell Armstrong,PG,6-0,170,1968-06-22,US,6,Fayetteville State University
2001,22,375,ORL,Orlando Magic,7,Dee Brown,PG,6-1,160,1968-11-29,US,10,Jacksonville University
2001,22,715,ORL,Orlando Magic,55,Andrew DeClercq,C,6-10,230,1973-02-01,US,5,Florida
2001,22,757,ORL,Orlando Magic,51,Michael Doleac,C,6-11,262,1977-06-15,US,2,Utah
2001,22,1008,ORL,Orlando Magic,8,Pat Garrity,SF,6-9,238,1976-08-23,US,2,Notre Dame
2001,22,1292,ORL,Orlando Magic,33,Grant Hill,SF,6-8,225,1972-10-05,US,6,Duke
2001,22,1349,ORL,Orlando Magic,11,Troy Hudson,PG,6-1,170,1976-03-13,US,3,"Missouri, Southern Illinois"
2001,22,1938,ORL,Orlando Magic,1,Tracy McGrady,SG,6-8,210,1979-05-24,US,3,
2001,22,1999,ORL,Orlando Magic,50,Mike Miller,SF,6-8,218,1980-02-19,US,R,Florida
2001,22,2225,ORL,Orlando Magic,45,Bo Outlaw,PF,6-8,210,1971-04-13,US,7,"South Plains College, Houston"
2001,22,2293,ORL,Orlando Magic,2,Elliot Perry,PG,6-0,150,1969-03-28,US,8,Memphis
2001,22,2427,ORL,Orlando Magic,52,Don Reid,PF,6-8,250,1973-12-30,US,5,Georgetown
2001,22,2486,ORL,Orlando Magic,26,James Robinson,PG,6-2,180,1970-08-31,US,6,Alabama
2001,22,3174,ORL,Orlando Magic,3,Monty Williams,SF,6-8,225,1971-10-08,US,6,Notre Dame
