Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2002,2,BOS,Boston Celtics,7,Kenny Anderson,PG,6-0,168,1970-10-09,US,10,Georgia Tech
2002,2,BOS,Boston Celtics,4,Tony Battie,C,6-11,230,1976-02-11,US,4,Texas Tech
2002,2,BOS,Boston Celtics,30,Mark Blount,C,7-0,230,1975-11-30,US,1,Pitt
2002,2,BOS,Boston Celtics,42,Kedrick Brown,SF,6-7,222,1981-03-18,US,R,Okaloosa-Walton Community College
2002,2,BOS,Boston Celtics,11,Randy Brown,PG,6-2,190,1968-05-22,US,10,"Houston, New Mexico State"
2002,2,BOS,Boston Celtics,28,Tony Delk,SG,6-1,189,1974-01-28,US,5,Kentucky
2002,2,BOS,Boston Celtics,40,Joseph Forte,SG,6-4,194,1981-03-23,US,R,UNC
2002,2,BOS,Boston Celtics,31,Joe Johnson,SG,6-7,240,1981-06-29,US,R,Arkansas
2002,2,BOS,Boston Celtics,0,Walter McCarty,PF,6-10,230,1974-02-01,US,5,Kentucky
2002,2,BOS,Boston Celtics,9,Milt Palacio,PG,6-3,195,1978-02-07,US,2,"Midland College, Colorado State"
2002,2,BOS,Boston Celtics,34,Paul Pierce,SG,6-7,235,1977-10-13,US,3,Kansas
2002,2,BOS,Boston Celtics,52,Vitaly Potapenko,C,6-10,280,1975-03-21,UA,5,Wright State University
2002,2,BOS,Boston Celtics,54,Rodney Rogers,SF,6-7,235,1971-06-20,US,8,Wake Forest
2002,2,BOS,Boston Celtics,20,Erick Strickland,PG,6-3,210,1973-11-25,US,5,Nebraska
2002,2,BOS,Boston Celtics,8,Antoine Walker,PF,6-8,224,1976-08-12,US,5,Kentucky
2002,2,BOS,Boston Celtics,55,Eric Williams,SF,6-8,220,1972-07-17,US,6,Providence
