Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1982,7,24,DAL,Dallas Mavericks,Mark Aguirre,1959-12-10,22.0,NBA,SF,51.0,20.0,1468.0,381.0,820.0,0.46,25.0,71.0,0.35,356.0,749.0,0.48,0.48,168.0,247.0,0.68,89.0,160.0,249.0,164.0,37.0,22.0,135.0,152.0,955.0,0.0
1983,7,24,DAL,Dallas Mavericks,Mark Aguirre,1959-12-10,23.0,NBA,SF,81.0,75.0,2784.0,767.0,1589.0,0.48,16.0,76.0,0.21,751.0,1513.0,0.5,0.49,429.0,589.0,0.73,191.0,317.0,508.0,332.0,80.0,26.0,261.0,247.0,1979.0,1.0
1984,7,24,DAL,Dallas Mavericks,Mark Aguirre,1959-12-10,24.0,NBA,SF,79.0,79.0,2900.0,925.0,1765.0,0.52,15.0,56.0,0.27,910.0,1709.0,0.53,0.53,465.0,621.0,0.75,161.0,308.0,469.0,358.0,80.0,22.0,285.0,246.0,2330.0,0.0
1985,7,24,DAL,Dallas Mavericks,Mark Aguirre,1959-12-10,25.0,NBA,SF,80.0,79.0,2699.0,794.0,1569.0,0.51,27.0,85.0,0.32,767.0,1484.0,0.52,0.52,440.0,580.0,0.76,188.0,289.0,477.0,249.0,60.0,24.0,253.0,250.0,2055.0,0.0
1986,7,24,DAL,Dallas Mavericks,Mark Aguirre,1959-12-10,26.0,NBA,SF,74.0,73.0,2501.0,668.0,1327.0,0.5,16.0,56.0,0.29,652.0,1271.0,0.51,0.51,318.0,451.0,0.7,177.0,268.0,445.0,339.0,62.0,14.0,252.0,229.0,1670.0,1.0
1987,7,24,DAL,Dallas Mavericks,Mark Aguirre,1959-12-10,27.0,NBA,SF,80.0,80.0,2663.0,787.0,1590.0,0.5,53.0,150.0,0.35,734.0,1440.0,0.51,0.51,429.0,557.0,0.77,181.0,246.0,427.0,254.0,84.0,30.0,217.0,243.0,2056.0,0.0
1988,7,24,DAL,Dallas Mavericks,Mark Aguirre,1959-12-10,28.0,NBA,SF,77.0,77.0,2610.0,746.0,1571.0,0.48,52.0,172.0,0.3,694.0,1399.0,0.5,0.49,388.0,504.0,0.77,182.0,252.0,434.0,278.0,70.0,57.0,203.0,223.0,1932.0,0.0
1989,31,24,TOT,Total After Trade,Mark Aguirre,1959-12-10,29.0,NBA,SF,80.0,76.0,2597.0,586.0,1270.0,0.46,51.0,174.0,0.29,535.0,1096.0,0.49,0.48,288.0,393.0,0.73,146.0,240.0,386.0,278.0,45.0,36.0,208.0,229.0,1511.0,0.0
1989,7,24,DAL,Dallas Mavericks,Mark Aguirre,1959-12-10,29.0,NBA,SF,44.0,44.0,1529.0,373.0,829.0,0.45,29.0,99.0,0.29,344.0,730.0,0.47,0.47,178.0,244.0,0.73,90.0,145.0,235.0,189.0,29.0,29.0,140.0,128.0,953.0,0.0
1989,9,24,DET,Detroit Pistons,Mark Aguirre,1959-12-10,29.0,NBA,SF,36.0,32.0,1068.0,213.0,441.0,0.48,22.0,75.0,0.29,191.0,366.0,0.52,0.51,110.0,149.0,0.74,56.0,95.0,151.0,89.0,16.0,7.0,68.0,101.0,558.0,0.0
1990,9,24,DET,Detroit Pistons,Mark Aguirre,1959-12-10,30.0,NBA,SF,78.0,40.0,2005.0,438.0,898.0,0.49,31.0,93.0,0.33,407.0,805.0,0.51,0.5,192.0,254.0,0.76,117.0,188.0,305.0,145.0,34.0,19.0,121.0,201.0,1099.0,0.0
1991,9,24,DET,Detroit Pistons,Mark Aguirre,1959-12-10,31.0,NBA,SF,78.0,13.0,2006.0,420.0,909.0,0.46,24.0,78.0,0.31,396.0,831.0,0.48,0.48,240.0,317.0,0.76,134.0,240.0,374.0,139.0,47.0,20.0,128.0,209.0,1104.0,0.0
1992,9,24,DET,Detroit Pistons,Mark Aguirre,1959-12-10,32.0,NBA,SF,75.0,12.0,1582.0,339.0,787.0,0.43,15.0,71.0,0.21,324.0,716.0,0.45,0.44,158.0,230.0,0.69,67.0,169.0,236.0,126.0,51.0,11.0,105.0,171.0,851.0,0.0
1993,9,24,DET,Detroit Pistons,Mark Aguirre,1959-12-10,33.0,NBA,SF,51.0,15.0,1056.0,187.0,422.0,0.44,30.0,83.0,0.36,157.0,339.0,0.46,0.48,99.0,129.0,0.77,43.0,109.0,152.0,105.0,16.0,7.0,68.0,101.0,503.0,0.0
1994,13,24,LAC,Los Angeles Clippers,Mark Aguirre,1959-12-10,34.0,NBA,SF,39.0,0.0,859.0,163.0,348.0,0.47,37.0,93.0,0.4,126.0,255.0,0.49,0.52,50.0,72.0,0.69,28.0,88.0,116.0,104.0,21.0,8.0,70.0,98.0,413.0,0.0
