Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,25,34,POR,Portland Trail Blazers,LaMarcus Aldridge,"July 19, 1985",21.0,NBA,C,63.0,22.0,22.1,3.8,7.6,0.5,0.0,0.0,0.0,3.8,7.6,0.5,0.5,1.3,1.8,0.72,2.3,2.7,5.0,0.4,0.3,1.2,0.7,3.0,9.0
2008,25,34,POR,Portland Trail Blazers,LaMarcus Aldridge,"July 19, 1985",22.0,NBA,PF,76.0,76.0,34.9,7.4,15.3,0.48,0.0,0.1,0.14,7.4,15.2,0.49,0.48,3.0,3.9,0.76,2.9,4.7,7.6,1.6,0.7,1.2,1.7,3.2,17.8
2009,25,34,POR,Portland Trail Blazers,LaMarcus Aldridge,"July 19, 1985",23.0,NBA,PF,81.0,81.0,37.1,7.4,15.3,0.48,0.1,0.3,0.25,7.3,15.0,0.49,0.49,3.2,4.1,0.78,2.9,4.6,7.5,1.9,1.0,1.0,1.5,2.6,18.1
2010,25,34,POR,Portland Trail Blazers,LaMarcus Aldridge,"July 19, 1985",24.0,NBA,PF,78.0,78.0,37.5,7.4,15.0,0.5,0.1,0.2,0.31,7.4,14.8,0.5,0.5,2.9,3.9,0.76,2.5,5.6,8.0,2.1,0.9,0.6,1.3,3.0,17.9
2011,25,34,POR,Portland Trail Blazers,LaMarcus Aldridge,"July 19, 1985",25.0,NBA,PF,81.0,81.0,39.6,8.7,17.5,0.5,0.0,0.3,0.17,8.7,17.2,0.5,0.5,4.3,5.5,0.79,3.4,5.3,8.8,2.1,1.0,1.2,1.9,2.7,21.8
2012,25,34,POR,Portland Trail Blazers,LaMarcus Aldridge,"July 19, 1985",26.0,NBA,PF,55.0,55.0,36.3,8.8,17.1,0.51,0.0,0.2,0.18,8.7,16.9,0.52,0.51,4.1,5.0,0.81,2.7,5.3,8.0,2.4,0.9,0.8,2.0,2.8,21.7
2013,25,34,POR,Portland Trail Blazers,LaMarcus Aldridge,"July 19, 1985",27.0,NBA,PF,74.0,74.0,37.7,8.6,17.8,0.48,0.0,0.2,0.14,8.6,17.6,0.49,0.48,3.8,4.7,0.81,2.4,6.7,9.1,2.6,0.8,1.2,1.9,2.5,21.1
2014,25,34,POR,Portland Trail Blazers,LaMarcus Aldridge,"July 19, 1985",28.0,NBA,PF,69.0,69.0,36.2,9.4,20.6,0.46,0.0,0.2,0.2,9.4,20.4,0.46,0.46,4.3,5.2,0.82,2.4,8.7,11.1,2.6,0.9,1.0,1.8,2.1,23.2
2015,25,34,POR,Portland Trail Blazers,LaMarcus Aldridge,"July 19, 1985",29.0,NBA,PF,71.0,71.0,35.4,9.3,19.9,0.47,0.5,1.5,0.35,8.8,18.5,0.48,0.48,4.3,5.1,0.84,2.5,7.7,10.2,1.7,0.7,1.0,1.7,1.8,23.4
2016,27,34,SAS,San Antonio Spurs,LaMarcus Aldridge,"July 19, 1985",30.0,NBA,PF,74.0,74.0,30.6,7.2,14.1,0.51,0.0,0.2,0.0,7.2,13.9,0.52,0.51,3.5,4.1,0.86,2.4,6.2,8.5,1.5,0.5,1.1,1.3,2.0,18.0
2017,27,34,SAS,San Antonio Spurs,LaMarcus Aldridge,"July 19, 1985",31.0,NBA,PF,72.0,72.0,32.4,6.9,14.6,0.48,0.3,0.8,0.41,6.6,13.8,0.48,0.49,3.1,3.8,0.81,2.4,4.9,7.3,1.9,0.6,1.2,1.4,2.2,17.3
2018,27,34,SAS,San Antonio Spurs,LaMarcus Aldridge,"July 19, 1985",32.0,NBA,C,75.0,75.0,33.5,9.2,18.0,0.51,0.4,1.2,0.29,8.8,16.7,0.53,0.52,4.5,5.3,0.84,3.3,5.2,8.5,2.0,0.6,1.2,1.5,2.1,23.1
2019,27,34,SAS,San Antonio Spurs,LaMarcus Aldridge,"July 19, 1985",33.0,NBA,C,81.0,81.0,33.2,8.4,16.3,0.52,0.1,0.5,0.24,8.3,15.8,0.53,0.52,4.3,5.1,0.85,3.1,6.1,9.2,2.4,0.5,1.3,1.8,2.2,21.3
2020,27,34,SAS,San Antonio Spurs,LaMarcus Aldridge,"July 19, 1985",34.0,NBA,C,53.0,53.0,33.1,7.4,15.0,0.49,1.2,3.0,0.39,6.2,12.0,0.52,0.53,3.0,3.6,0.83,1.9,5.5,7.4,2.4,0.7,1.6,1.4,2.4,18.9
2021,27,34,SAS,San Antonio Spurs,LaMarcus Aldridge,"July 19, 1985",35.0,NBA,C,20.0,18.0,26.5,5.8,12.3,0.47,1.4,3.7,0.37,4.4,8.6,0.51,0.52,1.5,1.8,0.83,0.8,3.7,4.5,1.8,0.4,0.9,0.9,1.7,14.3
