Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1989,13,1829,LAC,Los Angeles Clippers,Danny Manning,"May 17, 1966",22.0,NBA,PF,26.0,950.0,13.4,0.54,0.01,0.29,7.9,11.3,9.6,12.2,2.1,1.5,18.7,20.6,0.0,0.7,0.7,0.03,-0.8,-0.4,-1.3,0.2
1990,13,1829,LAC,Los Angeles Clippers,Danny Manning,"May 17, 1966",23.0,NBA,PF,71.0,2269.0,16.3,0.58,0.01,0.45,7.2,13.9,10.6,12.8,1.9,1.0,16.0,21.7,2.9,2.4,5.3,0.11,0.2,0.2,0.4,1.4
1991,13,1829,LAC,Los Angeles Clippers,Danny Manning,"May 17, 1966",24.0,NBA,PF,73.0,2197.0,16.9,0.56,0.0,0.34,8.1,12.8,10.4,13.9,2.6,1.7,15.3,22.7,2.2,3.0,5.2,0.11,0.7,1.4,2.0,2.2
1992,13,1829,LAC,Los Angeles Clippers,Danny Manning,"May 17, 1966",25.0,NBA,PF,82.0,2904.0,19.7,0.58,0.0,0.32,8.7,12.9,10.8,15.8,2.3,2.6,13.3,23.1,5.3,4.5,9.8,0.16,2.6,1.7,4.3,4.6
1993,13,1829,LAC,Los Angeles Clippers,Danny Manning,"May 17, 1966",26.0,NBA,PF,79.0,2761.0,19.6,0.56,0.02,0.35,7.8,13.1,10.4,11.7,1.9,2.3,12.6,27.2,4.7,3.1,7.9,0.14,1.9,0.1,2.0,2.8
1994,31,1829,TOT,Total After Trade,Danny Manning,"May 17, 1966",27.0,NBA,PF,68.0,2520.0,16.4,0.52,0.01,0.28,5.6,14.2,9.9,17.2,1.9,2.0,14.7,26.3,0.7,2.8,3.5,0.07,-0.1,0.6,0.5,1.6
1994,13,1829,LAC,Los Angeles Clippers,Danny Manning,"May 17, 1966",27.0,NBA,PF,42.0,1595.0,17.9,0.53,0.02,0.31,5.5,14.1,9.9,18.7,1.6,2.2,13.5,28.2,1.0,1.2,2.2,0.07,1.1,0.0,1.1,1.2
1994,1,1829,ATL,Atlanta Hawks,Danny Manning,"May 17, 1966",27.0,NBA,PF,26.0,925.0,13.8,0.5,0.01,0.22,5.8,14.3,10.0,14.6,2.5,1.8,17.4,23.0,-0.3,1.6,1.3,0.07,-2.0,1.5,-0.5,0.4
1995,24,1829,PHO,Phoenix Suns,Danny Manning,"May 17, 1966",28.0,NBA,PF,46.0,1510.0,18.1,0.58,0.03,0.32,7.4,13.7,10.5,16.4,1.4,2.8,14.5,23.8,2.2,1.2,3.4,0.11,0.9,-0.1,0.8,1.1
1996,24,1829,PHO,Phoenix Suns,Danny Manning,"May 17, 1966",29.0,NBA,PF,33.0,816.0,14.7,0.51,0.04,0.28,4.3,15.8,10.1,13.9,2.4,2.2,15.0,28.0,-0.5,0.9,0.4,0.03,-2.8,0.1,-2.6,-0.1
1997,24,1829,PHO,Phoenix Suns,Danny Manning,"May 17, 1966",30.0,NBA,PF,77.0,2134.0,17.9,0.57,0.04,0.32,7.5,18.0,12.8,13.7,2.0,2.6,15.1,22.5,2.8,2.4,5.2,0.12,0.1,0.9,1.0,1.6
1998,24,1829,PHO,Phoenix Suns,Danny Manning,"May 17, 1966",31.0,NBA,PF,70.0,1794.0,19.8,0.55,0.01,0.3,7.3,17.9,12.8,13.6,2.1,1.9,10.5,24.1,3.5,3.0,6.5,0.17,1.4,1.3,2.7,2.1
1999,24,1829,PHO,Phoenix Suns,Danny Manning,"May 17, 1966",32.0,NBA,PF,50.0,1184.0,15.4,0.52,0.02,0.29,6.0,15.7,10.8,16.2,1.6,2.4,13.7,19.7,1.4,1.2,2.6,0.1,-0.5,0.6,0.1,0.6
2000,17,1829,MIL,Milwaukee Bucks,Danny Manning,"May 17, 1966",33.0,NBA,PF,72.0,1217.0,10.1,0.46,0.01,0.15,4.8,15.1,10.0,8.9,2.6,1.8,13.2,15.2,-0.1,1.1,1.0,0.04,-3.3,0.7,-2.6,-0.2
2001,29,1829,UTA,Utah Jazz,Danny Manning,"May 17, 1966",34.0,NBA,PF,82.0,1305.0,14.3,0.54,0.06,0.28,6.4,13.8,10.2,12.6,1.9,1.8,14.6,23.2,1.2,1.4,2.6,0.1,-1.2,0.1,-1.1,0.3
2002,7,1829,DAL,Dallas Mavericks,Danny Manning,"May 17, 1966",35.0,NBA,PF,41.0,552.0,11.7,0.5,0.05,0.22,5.1,16.5,10.9,8.0,2.0,2.7,13.3,15.4,0.3,0.6,0.8,0.07,-2.5,1.2,-1.2,0.1
2003,9,1829,DET,Detroit Pistons,Danny Manning,"May 17, 1966",36.0,NBA,PF,13.0,89.0,17.9,0.49,0.25,0.19,9.2,14.9,12.0,14.8,5.6,2.5,16.8,22.5,0.0,0.2,0.2,0.13,-0.4,3.9,3.5,0.1
